enName,newCases,weight,YTDweight,myName,zhName,location,status,Deaths,index case,Other notes
Lekir,0,18.0,18.0,Lekir,力侨,"Manjung, Kerian",active,,,
Seri Gaya,0,18.0,18.0,Seri Gaya,斯里卡亚,"Kota Kinabalu, Tuaran",active,,,
Tuguson,0,18.0,18.0,Tuguson,杜谷逊,Kota Belud,active,,,
Penjara Jalan Harapan,0,5129.0,5129.0,Penjara Jalan Harapan,希望路监狱,"Gombak, Hulu Langat, Klang, Sabak Bernam, Petaling, Jasin, Alor Gajah, Melaka Tengah, Jelebu, Jempol, Seremban, Kuala Pilah, Larut, Matang & Selama, Kinta, Batang Padang, Kuala Kangsar,  Muar, Cheras, Putrajaya",,1.0,,Detention
Bukit,0,17.0,17.0,Bukit,武吉,"Melaka tengah, Jasin, Alor Gajah",active,,,
Jambul,0,18.0,18.0,Jambul,占布,"Hulu Langat, Timur Laut",active,,,
Sembulan,0,13.0,13.0,Sembulan,新布兰,Kota Kinabalu,active,,,
Terapi,0,12.0,12.0,Terapi,特拉比,"Kepong, Alor Gajah",active,,,
Joo Hwa,0,5.0,5.0,Joo Hwa,裕华,Tawau,active,,,
Jalan Harun,0,13.0,13.0,Jalan Harun,Jalan Harun,Cheras,,,,
Kampung Pulau Jawa,0,16.0,16.0,Kampung Pulau Jawa,Kampung Pulau Jawa,Pekan,,,,
Jalan Mega,0,26.0,26.0,Jalan Mega,Jalan Mega,Johor Bahru,,,,
Tapak Bina Presint 7,0,9.0,9.0,Tapak Bina Presint 7,Tapak Bina Presint 7,Putrajaya,,,,construction site
Jalan Ragum,0,219.0,219.0,Jalan Ragum,Jalan Ragum,"Klang, Petaling",,,,
Sungai Purun,0,27.0,27.0,Sungai Purun,Sungai Purun,"Hulu Langat, Petaling",,,,
Lapangan Siber,0,21.0,21.0,Lapangan Siber,Lapangan Siber,Kinta,,,,
Nilam Tiga,0,63.0,63.0,Nilam Tiga,Nilam Tiga,Seremban,,,,
Persiaran Sabak,0,52.0,52.0,Persiaran Sabak,Persiaran Sabak,Petaling,,,,
Jalan Rami Tiga,0,47.0,47.0,Jalan Rami Tiga,Jalan Rami Tiga,Muar,,,,
Sri Plentong,0,19.0,19.0,Sri Plentong,Sri Plentong,Johor Bahru,,,,
Jalan Riang,0,13.0,13.0,Jalan Riang,Jalan Riang,Johor Bahru,,,,
Bukit Batu Grisek,0,18.0,18.0,Bukit Batu Grisek,Bukit Batu Grisek,Tangkak,,,,
Bayu Tampoi,0,15.0,15.0,Bayu Tampoi,Bayu Tampoi,Johor Bahru,,,,
Lingkaran Maluri,0,35.0,35.0,Lingkaran Maluri,Lingkaran Maluri,Cheras,,,,
Jalan Labuk,0,17.0,17.0,Jalan Labuk,Jalan Labuk,Sandakan,,,,
Jalan Trompet,0,86.0,86.0,Jalan Trompet,Jalan Trompet,"Klang, Petaling",,,,
Jalan Ketengah,0,14.0,14.0,Jalan Ketengah,Jalan Ketengah,"Kuantan, Temerloh, Jerantut, Maran, Seremban, Tanah Merah",,,,
Taman Amalina,0,14.0,14.0,Taman Amalina,Taman Amalina,Raub,,,,
Industri Indah,0,51.0,51.0,Industri Indah,Industri Indah,Klang,,,,
Jalan Rusa Scientex,0,6.0,6.0,Jalan Rusa Scientex,Jalan Rusa Scientex,Johor Bahru,,,,
Jalan Bistari Dua,0,17.0,17.0,Jalan Bistari Dua,Jalan Bistari Dua,Johor Bahru,,,,
Jalan Empayar,0,18.0,18.0,Jalan Empayar,Jalan Empayar,Johor Bahru,,,,
Jalan Kota Burok,0,30.0,30.0,Jalan Kota Burok,Jalan Kota Burok,Muar,,,,
Jalan Dewani Satu,0,16.0,16.0,Jalan Dewani Satu,Jalan Dewani Satu,Johor Bahru,,,,factory
Jalan Satria,0,38.0,38.0,Jalan Satria,Jalan Satria,Johor Bahru,,,,factory
Jalan Pakat,0,27.0,27.0,Jalan Pakat,Jalan Pakat,Kuala Selangor,,,,
Jalan Kejora,0,36.0,36.0,Jalan Kejora,Jalan Kejora,"Melaka Tengah, Alor Gajah, Jasin, Bandar Baharu",,,,
Jalan Mutiara,0,32.0,32.0,Jalan Mutiara,Jalan Mutiara,Petaling,,,,
Jalan Sulaman,0,27.0,27.0,Jalan Sulaman,Jalan Sulaman,Kota Kinabalu,,,,
Jalan Danau,0,26.0,26.0,Jalan Danau,Jalan Danau,Titiwangsa,,,,
Tapak Bina Persiaran Tecoma,0,160.0,160.0,Tapak Bina Persiaran Tecoma,Tapak Bina Persiaran Tecoma,Kepong,,,,
Jalan Medini,0,17.0,17.0,Jalan Medini,Jalan Medini,Johor Bahru,,,,
Tengah Tiga,0,14.0,14.0,Tengah Tiga,Tengah Tiga,Kluang,,,,
Pengerang Utara,0,31.0,31.0,Pengerang Utara,Pengerang Utara,Kota Tinggi,,,,
Jalan Seri,0,24.0,24.0,Jalan Seri,Jalan Seri,"Kinta, Kerian, Kampar",,,,
Bedayan,0,17.0,17.0,Bedayan,Bedayan,"Serian, Samarahan",,,,
Intan Delima,0,34.0,34.0,Intan Delima,Intan Delima,Kuala Pilah,,,,
Kampung Bukit Putera,0,25.0,25.0,Kampung Bukit Putera,Kampung Bukit Putera,Setiu,,,,
Sungai Chemubong,0,13.0,13.0,Sungai Chemubong,Sungai Chemubong,Gombak,,,,
Industri Apas,0,22.0,22.0,Industri Apas,Industri Apas,Tawau,,,,
Jalan Indah,0,12.0,12.0,Jalan Indah,Jalan Indah,Johor Bahru,,,,
Kampung Pahi,0,31.0,31.0,Kampung Pahi,Kampung Pahi,Kuala Krai,,,,"hospital sutan ismail petra, kuala krai cleaners"
Taman Bahagia,0,21.0,21.0,Taman Bahagia,Taman Bahagia,Temerloh,,,,
Kampung Bukit Lada,0,14.0,14.0,Kampung Bukit Lada,Kampung Bukit Lada,Temerloh,,,,
Jalan indah Gemilang,0,13.0,13.0,Jalan indah Gemilang,Jalan indah Gemilang,Klang,,,,
Tapak Bina Sri Petaling,0,59.0,59.0,Tapak Bina Sri Petaling,Tapak Bina Sri Petaling,Lembah Pantai,,,,
Keluli Tujuh,0,24.0,24.0,Keluli Tujuh,Keluli Tujuh,Johor Bahru,,,,
Tapak Bina Flora,0,16.0,16.0,Tapak Bina Flora,Tapak Bina Flora,Putrajaya,,,,
Jalan Tengar,0,16.0,16.0,Jalan Tengar,Jalan Tengar,Johor Bahru,,,,
Tapak Bina Bali Residence,0,223.0,223.0,Tapak Bina Bali Residence,Tapak Bina Bali Residence,"Melaka Tengah, Alor Gajah",,,,
Tapak Bina Jalan Wangsa,0,46.0,46.0,Tapak Bina Jalan Wangsa,Tapak Bina Jalan Wangsa,Titiwangsa,,,,
Jalan Timah Dua,0,113.0,113.0,Jalan Timah Dua,Jalan Timah Dua,Johor Bahru,,,,
Persiaran Tanjung,0,38.0,38.0,Persiaran Tanjung,Persiaran Tanjung,Johor Bahru,,,,
Kilang Setapak,0,31.0,31.0,Kilang Setapak,Kilang Setapak,Titiwangsa,,,,
Tapak Bina Lebuh Puteri,0,77.0,77.0,Tapak Bina Lebuh Puteri,Tapak Bina Lebuh Puteri,Petaling,,,,
Kampung Bombalai,0,25.0,25.0,Kampung Bombalai,Kampung Bombalai,"Tawau, Kalabakan",,,,
Kampung Guntong Luar,0,23.0,23.0,Kampung Guntong Luar,Kampung Guntong Luar,"Setiu, Kuala Nerus",,,,
Jalan Perwira,0,43.0,43.0,Jalan Perwira,Jalan Perwira,Johor Bahru,,,,
Jalan Kinabenua,0,14.0,14.0,Jalan Kinabenua,Jalan Kinabenua,Labuan,,,,
Kampung Paya Siput,0,24.0,24.0,Kampung Paya Siput,Kampung Paya Siput,Kulai,,,,
Serkam Tengah,0,35.0,35.0,Serkam Tengah,Serkam Tengah,"Jasin, Alor Gajah, Melaka Tengah",,,,
Tanjung Lumpur,0,17.0,17.0,Tanjung Lumpur,Tanjung Lumpur,Kuantan,,,,
Jalan Skudai,0,30.0,30.0,Jalan Skudai,Jalan Skudai,Johor Bahru,,,,
Kota Muhibbah,0,22.0,22.0,Kota Muhibbah,Kota Muhibbah,Kota Tinggi,,,,
Taman Sejahtera,0,77.0,77.0,Taman Sejahtera,Taman Sejahtera,"Kampar, Perak Tengah, Kinta, Batang Padang",,,,
Jalan Slim,0,48.0,48.0,Jalan Slim,Jalan Slim,,,,,
Gunung Raya,0,11.0,11.0,Gunung Raya,Gunung Raya,,,,,
Orion,0,22.0,22.0,Orion,Orion,,,,,immigration detention?
Jalan Canang Emas,0,14.0,14.0,Jalan Canang Emas,Jalan Canang Emas,,,,,
Jalan Kelapa,0,21.0,21.0,Jalan Kelapa,Jalan Kelapa,,,,,
Jalan Sempadan,0,73.0,73.0,Jalan Sempadan,Jalan Sempadan,,,,,
Tampoi Tujuh,0,15.0,15.0,Tampoi Tujuh,Tampoi Tujuh,,,,,
Silimpopon,0,29.0,29.0,Silimpopon,Silimpopon,,,,,
Ladang Sebrang,0,35.0,35.0,Ladang Sebrang,Ladang Sebrang,,,,,
Jalan Terolak,0,19.0,19.0,Jalan Terolak,Jalan Terolak,,,,,
Kampung Tanah Merah,0,20.0,20.0,Kampung Tanah Merah,Kampung Tanah Merah,,,,,
Jalan KKIP Selatan,0,17.0,17.0,Jalan KKIP Selatan,Jalan KKIP Selatan,Kota Kinabalu,,,,
Tampoi Lima,0,26.0,26.0,Tampoi Lima,Tampoi Lima,Johor Bahru,,,,
Persiaran Tasek,0,23.0,23.0,Persiaran Tasek,Persiaran Tasek,"Batang Padang, Kinta, Kuala Kangsar",,,,
Jalan Usaha,0,67.0,67.0,Jalan Usaha,Jalan Usaha,"Melaka Tengah, Alor Gajah, Jasin",,,,
Sungai Ibor,0,25.0,25.0,Sungai Ibor,Sungai Ibor,Rembau,,,,
Tapak Bina Bukit Sebukor,0,194.0,194.0,Tapak Bina Bukit Sebukor,Tapak Bina Bukit Sebukor,Melaka Tengah,,,,
Jalan Sejahtera,0,19.0,19.0,Jalan Sejahtera,Jalan Sejahtera,Titiwangsa,,,,
Batu Enam,0,52.0,52.0,Batu Enam,Batu Enam,Batang Padang,,,,
Bukit Gelugor,0,33.0,33.0,Bukit Gelugor,Bukit Gelugor,Kuantan,,,,
Kampung Balibata,0,64.0,64.0,Kampung Balibata,Kampung Balibata,"Beaufort, Sandakan",,,,
Sawmill Luit,0,19.0,19.0,Sawmill Luit,Sawmill Luit,"Maran, Kuantan",,,,
Jalan Taruka,0,42.0,42.0,Jalan Taruka,Jalan Taruka,Johor Bahru,,,,Factory at Tampoi Industrial Area
Taman Sayong Pinang,0,19.0,19.0,Taman Sayong Pinang,Taman Sayong Pinang,Kota Tinggi,,,,
Kebor Air,0,176.0,176.0,Kebor Air,Kebor Air,"Kuala Terengganu, Kuala Nerus, Setiu, Dungun, Kemaman, Marang",,,155009.0,IPTA Kuala Terengganu
Rantau Cempaka,0,14.0,14.0,Rantau Cempaka,Rantau Cempaka,"Maran, Hulu Langat",,,132010.0,Kg Felda Chempaka Jengka 2 family event
Taman Tasik Sungai Chua,0,60.0,60.0,Taman Tasik Sungai Chua,Taman Tasik Sungai Chua,Hulu Langat,,,,
Kompleks Segamaha,0,84.0,84.0,Kompleks Segamaha,Kompleks Segamaha,Kinabatangan,,,,
Tapak Bina Era Duta,0,26.0,26.0,Tapak Bina Era Duta,Tapak Bina Era Duta,Kepong,,,,
Jalan Suria,0,73.0,73.0,Jalan Suria,Jalan Suria,Johor Bahru,,,,
Jalan TJ,0,43.0,43.0,Jalan TJ,Jalan TJ,Seremban,,,,
Kafe Genting,0,36.0,36.0,Kafe Genting,Kafe Genting,Bentong,,,,
Pulau Lima,0,12.0,12.0,Pulau Lima,Pulau Lima,Pasir Puteh,,,,
Jalan Pandan Indah,0,77.0,77.0,Jalan Pandan Indah,Jalan Pandan Indah,Hulu Langat,,,,
Jalan Mawila,0,17.0,17.0,Jalan Mawila,Jalan Mawila,Kota Kinabalu,,,,
Jalan Perak,0,42.0,42.0,Jalan Perak,Jalan Perak,"Johor Bahru, Kota Tinggi",,,,
Tapak Bina Jalan Yap,0,35.0,35.0,Tapak Bina Jalan Yap,Tapak Bina Jalan Yap,Titiwangsa,,,,
Jalan Menerung,0,38.0,38.0,Jalan Menerung,Jalan Menerung,Lembah Pantai,,,,
Rantau Lada,0,19.0,19.0,Rantau Lada,Rantau Lada,"Temerloh, Maran",,,,
Pantai Peringgit,0,53.0,53.0,Pantai Peringgit,Pantai Peringgit,"Melaka Tengah, Jasin, Alor Gajah",,,,
Senai Cyber,0,118.0,118.0,Senai Cyber,Senai Cyber,Kulai,,,,factory
Tembok Nanas,0,125.0,125.0,Tembok Nanas,Tembok Nanas,Pontian,,,,immigration detention
Jalan Sembrong,0,18.0,18.0,Jalan Sembrong,Jalan Sembrong,Kluang,,,,workers dorm
Taman Juta,0,16.0,16.0,Taman Juta,Taman Juta,Hilir Perak,,,133242.0,symptomatic screening
Kampung Lebu,0,36.0,36.0,Kampung Lebu,Kampung Lebu,"Bentong, Kuantan",,,122732.0,wedding & tahlil
Kubang Bujuk,0,177.0,177.0,Kubang Bujuk,Kubang Bujuk,Kuala Terengganu,,,,
Lingkaran Lintang,0,25.0,25.0,Lingkaran Lintang,Lingkaran Lintang,Klang,,,,
Persiaran Selatan,0,67.0,67.0,Persiaran Selatan,Persiaran Selatan,Johor Bahru,,,,
Jalan Kluang,0,87.0,87.0,Jalan Kluang,Jalan Kluang,Batu Pahat,,,,
Ladang Matamba,0,20.0,20.0,Ladang Matamba,Ladang Matamba,Lahad Datu,,,,
Tapak Bina Damai,0,130.0,130.0,Tapak Bina Damai,Tapak Bina Damai,Cheras,,,,
Pondok Hidayah,0,56.0,56.0,Pondok Hidayah,Pondok Hidayah,Machang,,,,
Kota Road,0,32.0,32.0,Kota Road,Kota Road,"Kinta, Larut, Matang, Selama",,,,
Tembok Kemus,0,42.0,42.0,Tembok Kemus,Tembok Kemus,Alor Gajah,,,,detention
Restoran Putra,0,21.0,21.0,Restoran Putra,Restoran Putra,Putrajaya,,,,"Restaurant in Presint 9, Putrajaya"
Tapak Bina Duta Mas,0,60.0,60.0,Tapak Bina Duta Mas,Tapak Bina Duta Mas,Kepong,,,,
Tropika,0,59.0,59.0,Tropika,Tropika,Johor Bahru,,,,Detention centre
Pasir Barat,0,163.0,163.0,Pasir Barat,Pasir Barat,"Johor Bahru, Kota Tinggi",,,,
Jalan Rantau-Siliau,0,429.0,429.0,Jalan Rantau-Siliau,Jalan Rantau-Siliau,Port Dickson,,,,"factory, top glove"
Jalan Ijuk,0,123.0,123.0,Jalan Ijuk,Jalan Ijuk,"Petaling, Sepang, Hulu Langat, Klang, Kuala Langat",,,,
Jalan Rami,0,114.0,114.0,Jalan Rami,Jalan Rami,Muar,,,132549.0,
Jalan Thamby,0,32.0,32.0,Jalan Thamby,Jalan Thamby,Lembah Pantai,,,,Jalan Thambipillay / Jalan Tun Sambanthan. Workplace screening.
Taman Batik,0,74.0,74.0,Taman Batik,Taman Batik,"Kuala Muda, Baling",,,135722.0,Supermarket in Sungai Petani
Bukit Bakar,0,20.0,20.0,Bukit Bakar,Bukit Bakar,Machang,,,,
Kampung Tengah,0,26.0,26.0,Kampung Tengah,Kampung Tengah,Seremban,,,127016.0,Wedding
Dialisis Malim,0,34.0,34.0,Dialisis Malim,Dialisis Malim,"Melaka Tengah, Alor Gajah",,,130982.0,Dialysis centre
Jalan Manan,0,97.0,97.0,Jalan Manan,Jalan Manan,Klang,,,,
Iris,0,11.0,11.0,Iris,Iris,Lembah Pantai,,,,"Iris Apartment, Taman Desa"
Udarama,0,27.0,27.0,Udarama,Udarama,Lembah Pantai,,,,Udarama Complex
Bukit Sekubong,0,33.0,33.0,Bukit Sekubong,Bukit Sekubong,Bintulu,,,,Long house
Taman Kesedar,0,98.0,98.0,Taman Kesedar,Taman Kesedar,Gua Musang,,,,KL returnee' 
Kampung Badak,0,97.0,97.0,Kampung Badak,Kampung Badak,"Bachok, Kota Bharu, Hulu Langat",,,,Selangor returnee
Permint Harmoni,0,14.0,14.0,Permint Harmoni,Permint Harmoni,Kuala Terengganu,,,,
Dialisis Putra,0,18.0,18.0,Dialisis Putra,Dialisis Putra,Putrajaya,,,,Presint 9 dialysis centre
Medan Idaman,0,26.0,26.0,Medan Idaman,Medan Idaman,"Cheras, Titiwangsa",,,,supermarket (Pasaraya OTK)
Jalan Keluli,0,81.0,81.0,Jalan Keluli,Jalan Keluli,"Johor Bharu, Kota Tinggi, Segamat",,,,
Lumut Barat,0,16.0,16.0,Lumut Barat,Lumut Barat,Manjung,,,114928.0,
Kampung Renok,0,31.0,31.0,Kampung Renok,Kampung Renok,Gua Musang,,,115045.0,
Kampung Geting,0,13.0,13.0,Kampung Geting,Kampung Geting,Tumpat,,,125400.0,
Kejaya,0,40.0,40.0,Kejaya,Kejaya,Dungun,,,125428.0,
Jalan Sibuga,0,20.0,20.0,Jalan Sibuga,Jalan Sibuga,Sandakan,,,125813.0,
Texmile,0,19.0,19.0,Texmile,Texmile,Gombak,,,,Workplace
Tapak Bina Cyber,0,76.0,76.0,Tapak Bina Cyber,Tapak Bina Cyber,"Hulu Langat, Peyaling Jaya, Sepang, Klang",,,,Construction
Wakaf Lanas,0,16.0,16.0,Wakaf Lanas,Wakaf Lanas,Pasir Puteh,,,122818.0,
Jalan Bukit Bendera,0,20.0,20.0,Jalan Bukit Bendera,Jalan Bukit Bendera,"Kota Kinabalu, Papar, Beaufort",,,,
Alor Durian,0,34.0,34.0,Alor Durian,Alor Durian,"Tumpat, Kota Bharu",,,125408.0,
Mikro,0,132.0,132.0,Mikro,Mikro,"Kulai, Johor Bahru, Pontian, Kota Tinggi",,,,
Symphony Magazine,0,96.0,96.0,Symphony Magazine,Symphony Magazine,"Timur Laut, Seberang Perai Utara",,,114882.0,
Teknologi Kesidang,0,28.0,28.0,Teknologi Kesidang,Teknologi Kesidang,Melaka Tengah,,,,
Palut,0,15.0,15.0,Palut,Palut,Dungun,,,,
Anak Air,0,84.0,84.0,Anak Air,Anak Air,"Jasin, Melaka Tengah",,,,
Tapak Bina Hevea,0,65.0,65.0,Tapak Bina Hevea,Tapak Bina Hevea,Petaling,,,,
Kauran,0,152.0,152.0,Kauran,Kauran,Keningau ,,1.0,,
Kapital,0,123.0,123.0,Kapital,Kapital,Lembah Pantai,,,,
Setapak Indah,0,33.0,33.0,Setapak Indah,Setapak Indah,Titiwangsa,,,,
Tapak Bina Hartamas,0,69.0,69.0,Tapak Bina Hartamas,Tapak Bina Hartamas,Hulu Langat,,,,
Tapak Bina Jalan Ipoh,0,102.0,102.0,Tapak Bina Jalan Ipoh,Tapak Bina Jalan Ipoh,Kepong,,,,
Rungkup,0,58.0,58.0,Rungkup,Rungkup,Kepong,,,,
Desa Setapak,0,15.0,15.0,Desa Setapak,Desa Setapak,Titiwangsa,,,,
Ziarah Putra,0,13.0,13.0,Ziarah Putra,Ziarah Putra,Putrajaya,,,,
Keranji Tabuan,0,15.0,15.0,Keranji Tabuan,Keranji Tabuan,,,,,
Medan Jasa,0,72.0,72.0,Medan Jasa,Medan Jasa,"Petaling, Klang, Lembah Pantai, Kuala Kangsar",,,,
Kampung Pitas,0,77.0,77.0,Kampung Pitas,Kampung Pitas,"Tawau, Kalabakan",,,,
Ikan Emas,0,35.0,35.0,Ikan Emas,Ikan Emas,Cheras,,,,
Firma,0,73.0,73.0,Firma,Firma,Johor Bahru,,,,
Tasik Utama,0,100.0,100.0,Tasik Utama,Tasik Utama,"Petaling, Seremban",,,,
Bersepadu,0,65.0,65.0,Bersepadu,Bersepadu,Kota Tinggi,,,,
Jalan Padu,0,29.0,29.0,Jalan Padu,Jalan Padu,Johor Bahru,,,,
Kayuh,0,39.0,39.0,Kayuh,Kayuh,"Titiwangsa, Lembah Pantai, Kepong",,,,
Bukit Angkat,0,25.0,25.0,Bukit Angkat,Bukit Angkat,Hulu Langat,,,,Workplace screening
Sri Suria,0,93.0,93.0,Sri Suria,Sri Suria,Petaling,,,,
Tapak Bina Bukit Semenyih,0,17.0,17.0,Tapak Bina Bukit Semenyih,Tapak Bina Bukit Semenyih,Hulu Langat,,,,
Jalan Playar,0,114.0,114.0,Jalan Playar,Jalan Playar,Petaling,,,,Workplace screening
Bah Sayap,0,96.0,96.0,Bah Sayap,Bah Sayap,Miri,,,,pilot
Mengkuang,0,14.0,14.0,Mengkuang,Mengkuang,"Marang, Kuala Nerus",,,,
Parit Jamil,0,65.0,65.0,Parit Jamil,Parit Jamil,Muar,,,,
Tapak Bina Jalan Desa,0,192.0,192.0,Tapak Bina Jalan Desa,Tapak Bina Jalan Desa,Lembah Pantai,,,,construction
Tombovo,0,60.0,60.0,Tombovo,Tombovo,Putatan,,,,
Langit Selatan,0,22.0,22.0,Langit Selatan,Langit Selatan,Kuantan,,,,
Ehsan Ibol,0,31.0,31.0,Ehsan Ibol,Ehsan Ibol,"Gombak, Larut, Matang, Selama (LMS), Hulu Perak",,,,
Jalan Nakhoda,0,15.0,15.0,Jalan Nakhoda,Jalan Nakhoda,"Titiwangsa, Cheras",,,,
Pasar Jalan Sentosa,0,87.0,87.0,Pasar Jalan Sentosa,Pasar Jalan Sentosa,Kuala Langat,,,,
Lintas Seraya,0,32.0,32.0,Lintas Seraya,Lintas Seraya,"Kota Kinabalu, Penampang",,,,
Osmo Jaya,0,46.0,46.0,Osmo Jaya,Osmo Jaya,Hulu Langat,,,,workplace
Belati,0,73.0,73.0,Belati,Belati,"Pontian, Kulai, Kota Tinggi, Johor Bahru",,,,workplace
Rengit Sentral,0,18.0,18.0,Rengit Sentral,Rengit Sentral,"Kota Tinggi, Kluang, Johor Bahru",,,,
Wawasan Gading,0,145.0,145.0,Wawasan Gading,Wawasan Gading,Batu Pahat,,,,
Stutong,0,41.0,41.0,Stutong,Stutong,Kuching,,,,
Paloh Tumpat,0,62.0,62.0,Paloh Tumpat,Paloh Tumpat,"Tumpat, Bachok, Kota Bharu",,,,
Manik,0,101.0,101.0,Manik,Manik,"Kuala Krai, Dungun",,,,
Harum,0,250.0,250.0,Harum,Harum,Johor Bahru,,,,workplace mass screening
Batu Lapan,0,77.0,77.0,Batu Lapan,Batu Lapan,"Tambunan, Ranau dan Kota Belud",,,,
Jalan BBN,0,30.0,30.0,Jalan BBN,Jalan BBN,Seremban,,,,workplace
Belukar,0,33.0,33.0,Belukar,Belukar,"Machang, Kota Bharu, Pasir Puteh",,1.0,,
Mador,0,8.0,8.0,Mador,Mador,"Meradong, Sibu",,,,
Tembok Choh,0,941.0,941.0,Tembok Choh,Choh围墙,"Johor Bahru, Pontian, Kota Tinggi, Kulai, Mersing",,,,detention (pusat koreksional jb)
Rantau Semarak,0,32.0,32.0,Rantau Semarak,Rantau Semarak,"Maran, Gombak",,,,
Rawa Akasia,0,321.0,321.0,Rawa Akasia,Rawa Akasia,"Timur Laut, Barat Daya, Seberang Perai Tengah, Seberang Perai Selatan, Kulim, Kuala Muda",,,,workplace
Jalan Datuk,0,33.0,33.0,Jalan Datuk,拿督路,"Titiwangsa, Kepong, Lembah Pantai, Klang, Hulu Langat, Putrajaya",,,,
Kampung Baharu,0,40.0,40.0,Kampung Baharu,甘榜峇哈鲁,"Johor Bahru, Pontian",,,,
Pekeliling,0,63.0,63.0,Pekeliling,柏可里林,Johor Bahru,,,,
Jalan Rasah,0,55.0,55.0,Jalan Rasah,亚沙路,"Seremban, Putrajaya",,,,
Tapak Bina Jalan Stesen,0,114.0,114.0,Tapak Bina Jalan Stesen,车站路工地,Hulu Langat,,,94863.0,construction
Tapak Bina Jalan Broga,0,108.0,108.0,Tapak Bina Jalan Broga,武来岸工地,Lembah Pantai,,,,construction
Gerbang Pongsu,0,10.0,10.0,Gerbang Pongsu,哥邦邦苏,"Kerian, Kinta",,,100176.0,
Damai Ketari,0,85.0,85.0,Damai Ketari,达麦吉打里,Bentong,,,108567.0,
Alor,0,22.0,22.0,Alor,亚罗,"Kota Setar, Titiwangsa, Cheras",,,101128.0,
Seri Lanang,0,682.0,682.0,Seri Lanang,斯里拉南,"Klang, Gombak, Kuala Selangor",,,,
Jalan Chu,0,56.0,56.0,Jalan Chu,朱路,Lembah Pantai,,,,
Tapak Bina Awan Puteh,0,77.0,77.0,Tapak Bina Awan Puteh,阿万布爹工地,Lembah Pantai,,,,construction
Integra Ikon,0,13.0,13.0,Integra Ikon,英德加艾康,Titiwangsa,,,,
Teguli,0,12.0,12.0,Teguli,德古里,Putatan,,,,
Bukit Pasir,0,1840.0,1840.0,Bukit Pasir,武吉巴西,Muar,,,,
Pintu Geng,0,47.0,47.0,Pintu Geng,根门,Kota Bharu,,,,
Putra 15,0,10.0,10.0,Putra 15,布特拉15,Putrajaya,,,,
Lis Putih,0,25.0,25.0,Lis Putih,里斯布爹,Barat Daya,,,,
Semambu,0,12.0,12.0,Semambu,士满慕,Kuantan,,,,
Sentosa Residensi,0,31.0,31.0,Sentosa Residensi,圣淘沙公寓,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Kota Setar, Kuala Muda",,,,
Pagar Bentong,0,28.0,28.0,Pagar Bentong,文冬围篱,Bentong,,,,
Seragam Chepa,0,34.0,34.0,Seragam Chepa,吉巴制服,"Kota bharu, Bachok, Tumpat, Pasir Mas",,,,
Sungai Redan,0,44.0,44.0,Sungai Redan,双溪仁丹,"Kluang, Kota Tinggi",,1.0,,
Halban,0,175.0,175.0,Halban,哈班,"Kota Bharu, Pasir Puteh, Bachok, Tumpat, Tanah Merah, Pasir Mas, Kuala Krai, Besut, Seremban, Klang, Seberang Perai Selatan",,1.0,,madrasah
Pagar Siput,0,210.0,210.0,Pagar Siput,西布围篱,Kota Tinggi,,,,
Tapak Bina Jalan Seng,0,233.0,233.0,Tapak Bina Jalan Seng,盛路工地,Titiwangsa,,,,construction
Cassia Diamond,0,30.0,30.0,Cassia Diamond,卡西亚钻石,"Klang, Kuala Langat, Hulu Langat, Kuala Selangor, Gombak",,,,
Tapak Bina Kiara,0,17.0,17.0,Tapak Bina Kiara,佳拉工地,Kepong,,,,
Tapak Bina Perkasa,0,24.0,24.0,Tapak Bina Perkasa,柏卡沙工地,Cheras,,,,
Sungai Burong,0,97.0,97.0,Sungai Burong,双溪武隆,"Kuala Selangor, Hulu Selangor, Petaling, Seremban",,,,
Tapak Bina Jalan Tun,0,26.0,26.0,Tapak Bina Jalan Tun,敦路工地,Lembah Pantai,,,,construction
Menara Wang,0,41.0,41.0,Menara Wang,旺大厦,"Lembah Pantai, Cheras, Titiwangsa, Klang, Sepang, Hulu Langat, Maran, Kuantan",,,,workplace
Saga Tengah,0,24.0,24.0,Saga Tengah,沙加登加,"Tenom, Keningau",,,,
Kolam Air,0,24.0,24.0,Kolam Air,池塘,Kubang Pasu,,,,
Pasar Baru,0,573.0,573.0,Pasar Baru,新巴刹,"Klang, Kuala Langat",,,,"Market (Pasar Meru) - index case: a local trader, 51 y.o female. "
Bukit Naga,0,64.0,64.0,Bukit Naga,武吉纳加,Klang,,,,
Tampoi Jaya,0,719.0,719.0,Tampoi Jaya,淡杯再也,Johor Bahru,,,,
Paginatan,0,70.0,70.0,Paginatan,巴津纳丹,"Ranau, Papar, Kota Belud",,,,
Tapak Bina Sinar View,0,45.0,45.0,Tapak Bina Sinar View,阳光景工地,Kepong,,,,Construction
Tapak Bina Kasih,0,47.0,47.0,Tapak Bina Kasih,卡西,Kepong,,,,Construction
Pekapuri,0,323.0,323.0,Pekapuri,柏卡蒲里,Gombak,,,,
Batu Besar,0,119.0,119.0,Batu Besar,峇都柏沙,Klang,,,,
J Bandar,0,40.0,40.0,J Bandar,J城,Labuan,,,,
Tower,0,30.0,30.0,Tower,塔,"Gombak, Hulu Langat, Sepang",,,,
